Unnamed: 0,age,gender,region_category,membership_category,joining_date,joined_through_referral,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
246,54,2,3,3,2016-11-11,1,2,3,2,67.48,47619.23,10.0,754.69,2,1,2,2,6,0
247,12,1,3,4,2015-04-23,1,2,3,2,226.47,27477.44,16.0,748.61,1,2,2,2,2,0
248,49,2,3,3,2015-01-05,1,2,3,9,714.55,10779.16,23.0,734.08,1,2,2,2,2,0
249,23,1,3,5,2017-02-03,2,1,3,16,125.89,77291.02,1.0,1085.7706011868645,1,2,1,3,7,0
250,62,2,1,2,2017-04-10,1,2,3,17,112.9,20038.77,12.0,274.3235842251838,2,1,2,2,3,1
251,45,1,3,4,2017-09-13,2,2,3,19,105.91,46063.59,6.0,761.41,1,2,1,1,8,0
252,17,2,3,4,2015-12-13,1,2,3,9,154.43,11333.18,18.0,740.91,1,2,2,2,8,0
253,22,1,1,5,2015-03-03,3,1,3,10,589.12,36545.91,12.0,680.88,1,2,1,5,2,1
254,38,1,3,2,2017-02-22,2,1,3,17,174.48,40594.31,Error,615.71,2,1,1,4,1,1
255,28,1,2,1,2017-07-24,1,2,3,16,43.58,23397.98,8.0,759.48,1,2,2,2,2,0
256,39,2,2,4,2017-12-24,2,1,3,9,32.91,11023.03,Error,208.90394517916,2,1,2,2,8,0
257,61,2,3,2,2017-01-26,1,1,3,20,100.33,34614.42,15.0,642.93,2,1,1,4,1,1
258,64,1,3,3,2016-10-17,3,1,3,11,449.03,33430.37,14.0,435.9525482844404,2,1,1,3,6,0
259,37,1,3,4,2016-08-29,1,2,3,7,43.78,17353.48,21.0,282.36387933775825,1,2,2,2,2,1
260,48,1,3,2,2015-01-20,2,1,3,13,188.21,7375.39,16.0,664.98,2,1,2,2,1,1
261,54,1,3,5,2015-07-04,1,2,3,10,32.13,35792.72,27.0,686.8821987429081,1,2,1,3,2,0
262,34,2,2,3,2016-06-13,2,1,3,19,154.58,3612.98,24.0,686.8821987429081,1,2,1,3,2,0
263,50,2,3,4,2015-02-01,1,3,3,11,145.59,13518.27,12.0,740.22,1,2,2,2,2,0
264,20,2,3,3,2015-11-02,1,1,3,14,233.72,15596.42,14.0,780.92,1,2,2,2,4,0
265,27,2,1,2,2015-07-17,1,1,3,15,304.09,32189.63,7.0,549.41,2,1,1,1,8,1
266,14,2,3,2,2016-05-12,3,3,3,14,163.99,27114.49,29.0,583.06,2,1,1,4,1,1
267,32,2,3,2,2015-06-01,1,2,3,8,255.4,13608.16,16.0,524.52,1,1,1,3,4,1
268,55,2,2,2,2017-03-15,2,1,3,12,488.0,20417.72,10.0,656.21,2,1,2,2,4,1
269,21,2,2,2,2015-11-05,2,2,3,13,39.62,46139.37,16.0,673.05,1,2,2,2,2,1
270,12,1,3,2,2017-10-24,1,1,3,17,110.59,12478.19,21.0,671.23,2,1,1,3,2,1
271,58,2,3,3,2017-08-18,1,2,3,6,1600.12,15610.96,13.0,725.74,2,1,1,4,4,0
272,23,2,3,5,2015-08-06,2,2,3,9,54.12,24610.29,10.0,653.38,2,1,1,4,2,1
273,55,2,3,4,2016-05-17,3,2,3,6,633.62,58077.98,7.0,796.0,1,1,1,4,9,0
274,26,1,3,4,2016-10-09,1,1,3,9,55.29,12574.16,18.0,633.64,2,1,2,2,4,1
275,16,1,2,3,2017-05-01,1,1,3,26,936.34,30998.94,29.0,778.24,1,1,1,5,1,0
276,17,1,3,4,2016-01-22,2,2,3,6,352.25,31444.17,10.0,668.44,1,1,1,3,8,1
277,11,1,2,5,2015-05-21,2,2,3,18,128.93,66961.7,19.0,765.97,2,1,2,2,6,0
278,44,1,2,3,2017-12-13,1,2,3,20,38.56,16717.72,28.0,550.1900865886548,1,2,1,4,4,0
279,16,2,3,3,2016-10-01,2,1,3,7,220.07,45054.8,12.0,623.93,1,1,2,2,8,1
280,30,2,2,2,2017-07-07,1,3,3,21,31.66,5643.14,11.0,711.22,2,1,2,2,8,0
281,17,2,3,4,2016-06-07,1,1,3,9,1053.12,15799.78,28.0,945.4319714217356,1,1,1,3,3,0
282,35,1,2,3,2017-07-11,1,2,3,11,263.58,34046.4,9.0,649.88,1,2,2,2,2,1
283,62,1,2,5,2017-07-31,1,1,3,12,282.88,40612.89,28.0,686.8821987429081,2,1,1,3,1,1
284,25,1,3,5,2017-10-25,3,1,3,14,142.87,43660.25,29.0,580.25,2,1,1,1,2,1
285,22,2,3,4,2015-12-06,1,2,3,12,-604.0247950327146,47001.28,8.0,686.8821987429081,1,2,2,2,2,0
286,58,2,3,5,2016-03-07,2,3,3,15,120.5,4165.97,17.0,694.31,1,2,2,2,3,1
287,62,2,3,5,2017-09-14,2,1,3,20,103.42,36445.77,Error,663.11,1,2,2,2,3,1
288,41,1,3,3,2015-12-03,3,2,3,7,248.72,33879.22,26.0,713.39,2,1,1,4,2,1
289,48,1,3,5,2015-03-21,1,1,3,-999,58.73,39995.8,28.0,708.74,2,1,2,2,2,0
290,41,1,2,1,2017-09-18,3,2,3,10,129.09,25893.09,19.0,732.65,1,2,1,3,3,0
291,38,1,3,5,2016-04-04,2,2,3,2,392.09,13706.85,7.0,1176.2004216422267,1,2,2,2,2,1
292,21,1,3,1,2015-09-20,2,2,3,9,164.87,49628.7,15.0,188.1924468650877,1,2,2,2,8,0
293,62,1,3,5,2017-01-31,1,2,3,3,280.47,25452.4,18.0,686.8821987429081,2,1,2,2,3,1
294,40,2,2,5,2015-08-23,1,2,3,12,126.63,44732.67,20.0,686.8821987429081,1,2,2,2,3,1
295,48,1,3,3,2017-10-17,2,1,3,15,850.5036091850633,17373.46,13.0,657.12,2,1,1,4,2,1
296,38,1,1,2,2015-06-10,2,1,3,11,376.93,31089.9,25.0,1071.824762921459,1,2,1,3,1,1
297,12,2,2,2,2016-07-09,1,2,3,13,619.2,44015.54,9.0,826.4263584408252,1,1,2,2,3,1
298,34,2,3,4,2016-05-30,2,1,3,5,165.92,46167.97,23.0,661.83,2,1,2,2,1,1
299,59,1,3,3,2017-12-18,2,1,3,15,202.73,23566.49,3.0,686.8821987429081,2,1,2,2,7,0
300,43,1,2,5,2017-12-05,1,3,3,13,641.9,11203.68,Error,614.1,2,1,2,2,4,1
301,15,1,3,4,2016-04-20,1,2,3,14,766.04,44858.07,18.0,689.99,1,1,2,2,2,1
302,23,1,3,4,2015-05-20,2,1,3,23,1000.9871218607686,45893.91,14.0,633.41,1,2,1,5,1,1
303,55,1,3,5,2017-09-21,1,2,3,7,792.59,44496.31,19.0,741.71,1,2,2,2,8,0
304,59,2,3,5,2015-08-08,1,1,3,12,629.37,23602.1,11.0,742.41,1,1,2,2,4,0
305,50,1,3,2,2015-09-04,1,2,3,22,56.28,6124.94,15.0,561.78,2,1,2,2,4,1
306,48,2,2,5,2016-10-08,1,2,3,20,200.46,40236.57,21.0,647.61,1,2,2,2,1,1
307,23,2,2,2,2015-11-02,1,2,3,16,1262.444588953495,12163.94,11.0,677.29,1,2,2,2,2,1
308,55,1,3,2,2017-07-19,2,2,3,14,299.27,7015.77,20.0,686.8821987429081,2,1,1,3,3,1
309,33,1,2,1,2016-11-03,2,2,3,20,260.92,70639.99,-5.339638902288634,760.54,2,1,2,2,9,0
310,49,1,3,2,2015-11-23,1,2,3,15,30.58,38036.67,29.0,636.43,1,2,1,3,8,1
311,55,1,3,4,2017-09-28,2,3,3,16,34.61,45824.46,12.0,686.8821987429081,1,2,1,1,1,1
312,56,2,1,2,2017-12-17,1,2,3,11,177.42,6280.96,20.0,578.69,1,2,1,1,1,1
313,32,2,2,2,2016-02-27,1,1,3,15,33.77,32673.05,21.0,529.02,2,1,2,2,1,1
314,52,1,1,3,2016-05-13,2,1,3,15,33.5,50085.74,4.0,1242.2009985123775,2,1,2,2,7,0
315,16,1,3,2,2016-12-30,1,2,3,8,62.53,23123.43,22.0,524.34,1,2,2,2,8,1
316,48,2,1,5,2015-11-22,1,2,3,15,583.96,38477.8,13.0,608.37,1,2,2,2,1,1
317,61,1,2,1,2017-07-17,2,2,3,9,315.37,28202.86,19.0,778.62,1,2,2,2,4,0
318,33,2,3,5,2016-05-07,1,2,3,14,146.24,2203.18,15.0,301.5444843542952,2,1,1,4,1,1
319,22,1,2,2,2016-08-11,1,1,3,20,103.51,21574.0,5.0,414.2461508169796,2,1,1,4,3,1
320,15,1,2,5,2015-09-05,2,2,3,19,-739.6765748636568,1808.39,22.0,686.8821987429081,1,2,2,2,1,1
321,10,2,1,4,2016-02-16,2,3,3,12,142.34,38249.21,23.0,1078.7609582886407,1,2,1,5,1,1
322,50,1,1,1,2016-03-03,1,2,3,4,-431.082163122269,9508.56,20.0,165.4194560969639,1,2,1,1,1,0
323,12,1,2,2,2016-02-05,1,1,3,14,86.25,31792.97,9.0,1098.6008511296418,2,1,1,1,8,1
324,10,1,3,5,2015-09-13,1,2,3,-999,78.93,49093.95,28.0,791.99,1,2,2,2,8,0
325,12,1,3,2,2017-04-19,2,1,3,8,122.17,12440.72,5.0,677.35,2,1,1,1,4,1
326,45,2,3,2,2017-07-20,1,2,3,6,1482.53,13626.01,23.0,555.38,1,1,2,2,1,1
327,14,2,3,2,2016-01-29,1,1,3,1,385.72,18512.96,Error,557.61,1,1,1,3,1,1
328,40,2,3,5,2017-12-17,1,2,3,14,91.7,23406.99,Error,668.48,2,1,1,3,8,0
329,25,1,2,1,2017-01-11,1,2,3,24,31.84,11412.83,53.571373398989465,703.86,1,2,1,4,4,0
330,20,2,3,3,2015-02-01,1,2,3,12,30.36,46548.07,15.0,723.0,2,1,1,5,2,0
331,37,2,2,5,2017-09-07,1,2,3,13,32.62,47228.58,12.0,686.8821987429081,2,1,1,3,1,1
332,13,1,2,4,2016-03-21,2,1,3,4,150.97,85750.12,6.0,785.69,1,2,2,2,6,0
333,33,2,3,4,2015-08-25,1,1,3,-999,94.2,56741.77,11.0,710.79,2,1,2,2,7,0
334,47,2,3,5,2016-09-09,2,2,3,2,163.43,5843.93,5.0,754.32,2,1,1,1,8,0
335,34,1,3,2,2017-08-13,2,2,3,16,296.05,9945.0,Error,638.91,2,1,2,2,8,1
336,60,1,2,1,2017-06-08,2,3,3,8,95.89,27327.38,15.0,754.13,2,1,1,5,3,0
337,10,2,3,2,2016-06-11,1,2,3,13,134.41,34007.44,12.0,420.25223452940537,2,1,1,3,3,1
338,44,1,3,5,2016-07-24,2,2,3,21,34.97,14545.9,8.0,360.5824642594399,1,2,1,5,4,0
339,17,1,1,4,2016-11-07,2,1,3,3,349.92,25966.98,9.0,659.95,1,2,2,2,2,1
340,38,2,3,5,2015-10-02,3,1,3,6,176.66,29048.04,21.0,-288.24733309683063,1,2,1,1,3,1
341,33,1,3,1,2017-09-03,1,1,3,20,42.03,33959.9,8.0,831.1,2,1,1,5,5,0
342,16,2,2,4,2017-05-05,1,2,3,13,47.22,15403.3,19.0,672.15,2,1,2,2,4,1
343,50,1,1,4,2016-11-25,2,1,3,10,446.49,21585.94,Error,686.8821987429081,1,1,2,2,2,0
344,52,2,2,5,2017-11-27,1,2,3,9,502.02,28024.35,8.0,1161.0576608386689,2,1,1,3,3,1
345,36,1,2,3,2017-04-26,2,1,3,5,261.9,41808.02,16.0,686.8821987429081,1,2,1,3,2,0
346,38,2,3,2,2016-10-18,1,2,3,-999,105.74,25686.23,16.0,622.96,1,2,1,5,2,1
347,54,2,2,5,2016-03-20,1,3,3,23,59.08,36440.91,15.0,1638.2755796701956,1,2,2,2,2,0
348,18,2,3,2,2016-07-22,1,2,3,17,200.63,21330.47,22.0,661.3,2,1,2,2,1,1
349,27,1,2,1,2015-04-27,2,1,3,10,206.96,44254.12,12.0,686.8821987429081,1,1,2,2,5,0
350,38,2,1,5,2015-07-24,3,1,3,17,162.46,3929.57,5.0,686.8821987429081,1,2,1,3,1,1
351,59,1,3,5,2016-12-12,2,1,3,14,1431.6465460561053,56989.08,7.0,727.58,1,2,1,5,9,0
352,51,2,2,1,2016-08-01,1,3,3,8,32.25,8879.1,24.0,796.24,1,2,1,1,8,0
353,14,2,3,3,2017-02-25,1,3,3,-999,104.42,6656.53,5.0,743.13,1,2,2,2,8,0
354,62,2,3,5,2015-10-30,3,2,3,21,144.85,12962.42,26.0,761.04,2,1,1,4,8,0
355,47,2,2,5,2016-05-05,3,1,3,18,33.57,5110.81,29.0,686.8821987429081,1,2,1,3,2,0
356,18,1,3,3,2015-08-16,2,1,3,21,260.08,15097.46,11.0,773.63,1,2,2,2,3,0
357,64,2,1,3,2015-01-02,3,2,3,13,80.09,32437.84,9.0,686.8821987429081,2,1,1,4,2,1
358,56,2,2,5,2015-07-01,2,1,3,13,-849.3020119126413,2042.49,21.0,686.8821987429081,1,2,1,3,1,0
359,52,1,3,4,2015-08-02,2,1,3,16,401.93,60639.1,11.0,797.27,2,1,1,3,6,0
360,49,1,2,2,2017-07-05,2,2,3,9,76.11,28870.14,28.0,683.65,1,2,1,1,3,1
361,15,1,3,2,2017-03-30,1,1,3,15,81.06,6382.96,24.0,608.84,1,2,2,2,8,1
362,41,2,3,1,2015-06-03,2,2,3,10,1110.1895313975767,49615.92,24.0,786.64,1,2,1,3,2,0
363,25,2,3,2,2015-12-21,2,2,3,8,305.27,28019.96,7.0,608.54,1,2,2,2,3,1
364,36,2,2,3,2017-06-25,1,2,3,24,563.3,38221.0,10.0,1296.6694808427894,2,1,1,3,2,0
365,16,2,1,2,2017-12-20,2,2,3,7,237.14,5061.41,10.0,989.973193087582,1,1,2,2,4,1
366,30,1,3,4,2016-12-17,1,2,3,2,58.85,46895.72,16.0,792.09,2,1,1,5,8,0
367,48,1,3,3,2017-10-12,1,1,3,14,31.26,48481.64,17.0,717.55,2,1,2,2,1,1
368,29,1,3,5,2017-07-16,1,1,3,6,274.91,43598.7,5.0,686.8821987429081,2,1,1,5,2,1
369,30,2,3,3,2015-12-19,2,1,3,16,1299.6795985543035,22290.86,28.0,638.96,2,1,1,3,3,1
370,49,1,2,2,2017-01-18,1,2,3,13,150.91,17129.53,15.0,639.82,2,1,1,1,3,1
371,13,2,3,3,2015-09-05,3,1,3,9,271.76,26424.38,14.0,756.13,1,1,2,2,3,0
372,56,1,1,1,2015-05-29,3,2,3,3,733.67,14436.07,6.0,297.4039450203437,1,1,1,3,6,0
373,36,1,3,1,2016-03-19,1,3,3,-999,1221.8222863826247,86842.83,13.0,710.92,1,1,2,2,7,0
374,34,1,3,5,2016-11-16,3,2,3,2,949.86,33079.95,25.0,419.116138250794,1,1,2,2,3,0
375,23,2,2,2,2015-01-04,2,2,3,4,215.75,33862.45,Error,206.02762902057088,2,1,1,4,8,1
376,36,2,3,2,2016-04-12,2,3,3,15,479.45,25392.94,11.0,587.23,1,2,2,2,1,1
377,20,1,2,1,2016-05-11,3,1,3,2,352.61,1816.1,5.0,733.6,2,1,2,2,4,0
378,35,2,2,5,2015-07-20,2,3,3,-999,86.27,37451.91,23.0,676.89,2,1,1,3,2,1
379,29,1,2,5,2017-07-19,2,1,3,19,43.5,14431.86,27.0,686.86,1,2,2,2,2,1
380,38,2,2,2,2017-06-10,1,3,3,11,552.61,20308.23,28.0,615.9,1,2,1,5,3,1
381,46,1,3,3,2015-07-01,2,2,3,20,393.41,15462.29,8.0,747.11,2,1,1,1,1,0
382,60,2,2,4,2016-11-28,2,2,3,5,95.02,11757.89,6.0,750.89,1,2,2,2,8,0
383,61,2,2,5,2016-07-27,1,1,3,25,50.63,97688.49,17.0,292.5686806719382,1,2,1,3,7,0
384,56,2,3,3,2016-02-10,1,1,3,12,34.08,34687.38,15.0,717.96,2,1,2,2,7,0
385,41,1,2,5,2016-10-24,2,2,3,16,34.82,33188.16,27.0,367.6930211379532,2,1,1,4,2,1
386,59,1,3,5,2015-11-15,2,2,3,16,1336.2697002262353,36326.75,Error,788.99,2,1,2,2,4,0
387,29,2,3,5,2017-04-25,2,2,3,6,201.06,8436.67,6.0,1071.2433224905444,1,2,1,3,5,0
388,28,1,2,4,2016-10-19,1,2,3,16,348.67,38427.15,29.0,700.81,1,2,1,5,4,0
389,56,2,3,5,2015-08-22,2,1,3,14,42.78,43391.4,28.0,436.08833380250815,1,2,1,4,2,1
390,43,2,3,3,2016-05-01,2,1,3,21,33.37,36894.82,18.0,701.81,2,1,2,2,2,0
391,28,2,3,4,2017-05-19,2,2,3,20,222.09,19368.12,45.31906130431343,629.83,1,2,1,1,2,1
392,16,2,3,4,2016-05-22,2,3,3,9,88.82,5497.89,12.0,686.8821987429081,1,2,1,4,3,0
393,60,2,3,2,2015-05-21,1,1,3,16,101.56,5132.55,16.0,621.96,2,1,1,5,3,1
394,35,2,2,2,2015-05-28,2,2,3,9,37.59,28432.23,29.0,631.14,2,1,1,5,3,1
395,24,1,1,5,2015-11-28,3,1,3,2,138.61,68051.66,Error,846.33,2,1,1,5,9,0
396,17,2,3,5,2016-01-18,2,1,3,9,47.81,12144.94,Error,690.32,2,1,1,5,1,1
397,21,1,2,3,2015-10-02,1,3,3,17,33.88,43649.07,11.0,777.37,2,1,1,1,4,0
398,16,2,3,5,2015-06-12,1,1,3,7,117.73,31562.08,7.0,686.8821987429081,2,1,1,4,1,1
399,64,1,1,1,2017-05-16,1,3,3,3,327.42,1063.13,8.0,755.68,1,2,1,1,1,0
400,39,1,3,5,2016-11-16,2,3,3,8,417.99,37839.02,16.0,654.7996673080734,2,1,2,2,1,1
401,54,2,2,5,2017-12-13,2,2,3,4,80.78,19793.69,18.0,676.01,2,1,2,2,8,1
402,63,2,2,4,2017-12-15,3,1,3,9,96.65,24717.58,35.52947394167495,746.23,1,2,1,4,6,0
403,17,1,2,5,2016-02-16,3,3,3,13,46.04,19090.42,12.0,581.33,1,2,1,4,3,1
404,36,2,3,5,2017-03-26,1,2,3,16,119.69,48054.16,20.0,606.57,2,1,1,4,1,1
405,55,1,3,4,2015-07-27,2,1,3,15,156.18,14801.69,12.0,645.38,2,1,1,4,2,1
406,24,2,1,3,2017-08-17,1,1,3,19,58.11,7232.66,8.0,673.32,2,1,2,2,3,1
407,55,1,3,3,2017-06-14,3,1,3,19,33.19,44650.25,17.0,686.8821987429081,1,2,2,2,3,0
408,63,1,3,1,2016-03-04,3,3,3,13,601.21,44824.66,5.0,771.61,1,1,2,2,7,0
409,28,1,2,5,2016-01-12,1,2,3,5,-84.5112875803577,14084.16,13.0,687.16,1,1,2,2,3,0
410,35,1,3,2,2015-06-22,1,2,3,10,495.46,26812.57,17.0,538.4,1,1,1,3,4,1
411,59,1,3,2,2016-04-21,3,2,3,15,510.73,20038.13,7.0,622.29,1,1,2,2,2,1
412,23,2,3,4,2015-01-16,2,2,3,17,378.32,6289.63,29.0,717.0,2,1,2,2,8,1
413,32,1,3,4,2017-07-19,1,1,3,12,191.47,12992.9,7.0,686.8821987429081,1,2,1,4,2,1
414,36,1,2,2,2015-08-10,3,2,3,4,247.62,17192.01,12.0,614.6,1,2,1,4,3,1
415,19,1,3,5,2015-01-15,1,3,3,-999,137.76,37000.31,19.0,751.89,2,1,1,4,2,0
416,47,1,2,1,2015-08-16,1,3,3,15,826.23,7263.2,15.0,741.78,1,1,1,3,3,0
417,42,1,2,2,2016-05-06,3,3,3,14,1086.01,37893.72,17.0,602.01,1,1,2,2,8,1
418,30,1,2,5,2015-02-15,1,2,3,17,512.86,84959.24,19.0,759.74,2,1,2,2,7,0
419,29,1,2,2,2017-09-14,1,2,3,12,523.17,48510.75,12.0,1203.693300125935,1,2,2,2,3,1
420,25,1,3,5,2015-03-12,1,3,3,-999,32.94,2257.48,11.0,937.5606171144684,2,1,2,2,8,1
421,54,2,1,2,2017-10-13,2,1,3,23,388.92,46687.09,20.0,951.689316278626,2,1,1,1,3,1
422,38,2,1,5,2015-08-01,3,2,3,18,64.35,32459.02,18.0,626.88,1,2,2,2,4,1
423,19,2,3,5,2016-05-20,3,2,3,8,437.82,2361.57,6.0,720.59,2,1,2,2,3,0
424,28,2,3,4,2017-12-13,3,2,3,15,425.87,20552.83,6.0,734.31,1,1,2,2,3,0
425,57,2,2,1,2015-05-24,2,1,3,12,400.2,32446.0,10.0,839.0,1,2,2,2,9,0
426,56,2,1,1,2016-08-19,2,2,3,20,34.14,26613.52,25.0,708.39,2,1,1,5,8,0
427,33,1,3,2,2015-08-10,1,1,3,10,30.91,32503.71,11.0,552.16,2,1,2,2,4,1
428,36,1,2,5,2015-10-10,2,1,3,15,186.4,26284.13,17.0,656.21,1,2,2,2,4,1
429,53,1,3,5,2017-09-21,1,1,3,-999,83.02,32966.01,22.0,686.8821987429081,1,2,1,5,8,0
430,13,1,3,5,2017-12-30,3,2,3,5,1721.26,28781.74,13.0,512.17,1,1,1,3,2,1
431,27,1,1,4,2015-03-08,3,2,3,10,747.05,29414.81,16.0,683.08,2,1,1,3,3,1
432,11,2,3,5,2015-11-17,1,3,3,11,1228.1437288856682,2173.69,17.0,969.1398301449376,2,1,2,2,2,1
433,26,2,2,2,2017-05-10,1,1,3,12,652.19,26519.82,16.0,1466.436480074614,1,1,2,2,1,1
434,16,1,2,5,2016-09-26,1,2,3,11,130.05,17513.69,29.0,535.24,2,1,1,5,8,1
435,51,1,3,5,2017-10-28,1,1,3,7,185.79,53225.55,5.0,686.8821987429081,2,1,2,2,5,0
436,23,1,3,4,2017-07-29,2,1,3,13,32.83,49711.44,26.0,485.020957757146,2,1,2,2,8,0
437,25,2,2,1,2015-03-02,1,1,3,12,529.07,6325.37,23.0,744.6,1,2,1,5,3,0
438,16,1,1,5,2015-06-26,2,2,3,7,47.18,2242.41,14.0,667.44,2,1,2,2,2,1
439,60,2,3,5,2016-11-05,1,2,3,4,507.58,34469.26,13.0,651.69,1,1,2,2,1,1
440,61,1,3,5,2016-04-12,3,3,3,12,322.92,18353.67,19.0,534.9,1,2,2,2,2,1
441,44,1,2,3,2017-03-12,1,3,3,13,96.76,31096.42,16.0,794.75,2,1,2,2,5,0
442,20,2,2,3,2016-11-10,2,3,3,13,171.79,16554.99,12.0,777.01,2,1,2,2,4,0
443,27,1,3,4,2015-10-24,3,2,3,11,249.36,28951.39,18.0,768.86,1,2,2,2,8,0
444,22,2,2,3,2016-08-02,1,2,3,3,2732.7,79718.85,5.0,824.45,1,1,1,4,9,0
445,19,2,2,4,2017-01-27,1,1,3,14,213.38,14581.71,18.0,713.31,1,1,2,2,2,0
446,49,1,1,5,2017-08-03,2,3,3,-999,68.77,2187.4,Error,702.95,1,2,1,3,3,0
447,40,1,3,2,2015-09-10,1,2,3,13,77.19,24873.42,20.0,696.24,1,2,2,2,4,1
448,20,1,1,2,2015-10-24,2,2,3,3,-503.7872902334716,30354.78,13.0,1030.5419407677718,1,1,1,4,2,1
449,52,1,3,1,2016-12-07,1,2,3,21,30.48,1911.99,22.0,745.75,1,2,1,1,8,0
450,39,2,3,5,2017-04-22,2,2,3,21,186.03,2353.19,22.0,675.41,1,2,2,2,1,1
451,20,2,1,1,2015-07-22,2,2,3,20,257.51,26394.03,11.0,792.01,2,1,2,2,7,0
452,25,1,2,2,2016-02-12,3,3,3,21,40.73,3069.27,15.0,658.13,2,1,1,3,8,1
453,16,1,2,5,2017-10-12,2,2,3,7,280.15,61874.77,4.0,774.36,2,1,1,4,6,0
454,17,2,3,2,2017-01-14,1,2,3,20,69.38,1062.77,24.0,699.24,1,2,1,3,8,1
455,64,2,2,2,2016-07-09,1,1,3,-999,393.4,46194.84,46.4360650283517,330.5707098730649,1,2,1,4,8,1
456,37,2,3,5,2016-10-29,1,2,3,13,66.03,46020.2,29.0,529.86,2,1,2,2,4,1
457,49,2,3,5,2016-09-18,2,2,3,24,31.93,24009.29,6.0,618.05,1,2,1,1,3,1
458,36,1,2,5,2016-03-14,1,1,3,23,125.03,10994.22,20.0,1147.9876333203838,1,2,2,2,1,1
459,59,2,1,3,2015-09-25,2,1,3,21,228.5,9071.32,8.0,703.79,1,2,2,2,4,0
460,21,1,2,5,2017-08-15,2,1,3,21,36.51,23137.87,11.0,686.8821987429081,2,1,1,4,4,0
461,17,1,2,4,2015-01-13,1,2,3,4,406.37,14837.87,19.0,742.51,2,1,2,2,4,0
462,15,1,3,4,2017-01-19,2,1,3,7,36.13,21281.1,Error,719.2,2,1,1,5,1,0
463,48,1,1,3,2016-01-23,2,2,3,14,160.61,90796.23,3.0,823.46,2,1,1,5,7,0
464,47,1,3,4,2016-06-12,1,1,3,14,247.55,40684.25,20.0,701.81,1,1,2,2,8,0
465,17,1,3,5,2017-10-05,2,2,3,12,164.74,41722.86,22.0,728.0,1,2,1,4,1,0
466,21,1,3,3,2016-09-14,1,2,3,21,49.24,49946.91,18.0,694.15,1,2,1,5,3,1
467,51,1,2,1,2017-08-23,2,1,3,18,55.0,8502.47,22.0,786.6,2,1,2,2,3,0
468,59,2,3,3,2017-01-10,2,3,3,15,88.48,33724.01,22.0,941.458606518034,1,2,2,2,8,0
469,54,1,2,3,2017-04-09,2,3,3,6,94.98,29217.32,13.0,702.21,2,1,1,1,2,0
470,24,1,1,1,2016-08-17,1,3,3,1,215.35,65188.06,8.0,778.26,2,1,2,2,7,0
471,27,1,2,1,2017-06-17,2,2,3,10,308.34,96015.22,4.0,815.96,1,2,2,2,7,0
472,40,1,1,5,2015-02-16,1,1,3,-999,328.08,30949.96,20.0,767.25,1,2,1,3,1,0
473,17,1,3,5,2017-07-22,1,2,3,8,1512.6,15911.62,16.0,586.72,1,2,2,2,3,1
474,27,1,1,5,2016-01-16,2,1,3,17,234.72,97438.18,12.0,686.8821987429081,2,1,2,2,5,0
475,61,1,1,5,2016-08-23,1,2,3,12,167.05,29100.92,29.0,517.38,2,1,1,3,1,1
476,35,2,3,5,2015-12-23,2,3,3,21,74.86,7282.58,14.0,617.47,2,1,2,2,4,1
477,27,2,3,5,2015-06-05,3,1,3,-999,84.9,12254.48,12.0,660.35,1,2,2,2,3,1
478,64,2,2,5,2016-12-09,1,1,3,15,31.1,44214.34,27.0,672.58,1,2,1,1,4,1
479,26,1,3,3,2015-07-31,3,2,3,-999,783.85,28972.22,7.0,685.92,1,1,2,2,3,1
480,40,1,3,4,2016-05-07,2,2,3,23,413.94,42743.27,20.0,655.95,1,2,2,2,4,1
481,57,2,2,3,2015-04-16,1,1,3,20,640.52,6027.42,13.0,1066.0596236742886,2,1,2,2,4,0
482,28,1,2,3,2015-05-03,2,2,3,12,202.8,20086.44,7.0,798.92,1,1,1,1,1,0
483,60,1,3,5,2015-07-31,2,2,3,12,337.48,27396.98,26.0,614.08,2,1,1,4,1,1
484,51,2,3,2,2017-11-03,2,1,3,10,299.48,38854.23,28.0,668.5,2,1,1,4,8,1
485,18,1,3,5,2017-02-05,1,2,3,8,31.26,15951.24,21.0,677.42,1,2,2,2,2,1
486,39,1,1,5,2015-06-15,1,2,3,18,110.72,4032.05,10.0,720.15,2,1,2,2,3,0
487,31,1,3,3,2016-10-09,3,2,3,-999,242.79,1266.63,4.0,788.29,1,2,1,1,6,0
488,23,1,2,2,2015-10-29,2,1,3,17,371.65,44996.93,27.0,507.98,2,1,2,2,2,1
489,60,2,2,4,2016-12-19,2,3,3,5,113.93,14527.98,Error,754.61,1,2,2,2,3,0
490,49,1,2,3,2015-08-19,2,2,3,15,153.01,59242.98,18.0,790.36,1,2,2,2,9,0
491,64,2,1,5,2016-06-08,2,1,3,22,223.8,35421.5,9.0,606.53,1,1,2,2,8,1
492,15,2,2,2,2015-07-17,1,2,3,-999,216.38,14244.25,24.0,621.01,2,1,2,2,3,1
493,51,2,3,4,2016-11-12,1,2,3,15,92.58,47671.91,7.0,795.49,1,2,1,3,7,0
494,38,1,3,3,2017-06-04,3,1,3,11,62.54,50065.89,13.0,796.93,1,2,1,1,9,0
